Id,Latitude,Longitude,Region by Zipcode,Zipcode
9753450,30.27802,-97.71916,East,78702
23166561,30.25196,-97.72827,East,78702
3432834,30.25827,-97.73229,East,78702
27805007,30.25798,-97.73547,East,78702
11100163,30.25129,-97.72122,East,78702
22580927,30.25717,-97.72062,East,78702
5132083,30.25475,-97.72477,East,78702
27266651,30.2548,-97.71709,East,78702
17388830,30.25613,-97.71402,East,78702
23997730,30.25275,-97.71534,East,78702
25908107,30.26057,-97.71788,East,78702
10987590,30.2778,-97.70563,East,78702
19314894,30.27494,-97.69402,East,78721
17448282,30.28201,-97.68491,East,78721
25179299,30.28263,-97.71729,East,78722
5006191,30.2856,-97.71984,East,78722
5041131,30.29267,-97.71911,East,78722
28854237,30.29023,-97.72036,East,78722
6584889,30.31524,-97.69409,East,78723
28800449,30.26214,-97.72511,East,78702
4154464,30.26062,-97.72726,East,78702
14317580,30.26321,-97.72597,East,78702
15099740,30.26546,-97.7043,East,78702
21098269,30.25959,-97.71562,East,78702
7787003,30.25912,-97.7149,East,78702
5463223,30.30917,-97.69099,East,78723
5337141,30.27877,-97.71452,East,78702
4280376,30.26713,-97.71873,East,78702
28640193,30.27924,-97.7084,East,78702
17239710,30.28136,-97.68431,East,78721
19695459,30.28734,-97.72188,East,78722
12395607,30.26668,-97.70772,East,78702
23341483,30.26846,-97.73312,East,78702
19489094,30.27919,-97.71492,East,78702
7005488,30.27888,-97.72086,East,78702
5430429,30.27382,-97.72343,East,78702
22192996,30.26087,-97.73442,East,78702
17626075,30.26004,-97.72572,East,78702
23669060,30.27408,-97.71664,East,78702
8920025,30.26157,-97.73319,East,78702
25333348,30.2612,-97.72923,East,78702
11274406,30.26918,-97.71729,East,78702
10722974,30.26239,-97.72215,East,78702
24184548,30.28225,-97.71097,East,78702
17497932,30.25554,-97.68688,East,78721
21871311,30.25666,-97.68725,East,78721
22084054,30.25599,-97.68537,East,78721
22163664,30.25543,-97.6857,East,78721
21219412,30.25467,-97.68511,East,78721
20095230,30.2565,-97.68589,East,78721
20425149,30.25476,-97.68693,East,78721
22123171,30.25501,-97.68583,East,78721
22163729,30.25486,-97.6869,East,78721
21215556,30.28568,-97.71478,East,78722
11635174,30.28561,-97.71557,East,78722
18822549,30.28516,-97.71761,East,78722
15770357,30.28705,-97.71859,East,78722
15283295,30.29264,-97.70648,East,78723
16143626,30.27522,-97.73049,East,78702
3720498,30.25361,-97.73135,East,78702
15175581,30.25117,-97.72385,East,78702
10268403,30.25152,-97.72278,East,78702
10859293,30.2643,-97.70813,East,78702
23728846,30.27021,-97.70041,East,78702
11325599,30.2838,-97.69604,East,78723
20353321,30.26562,-97.73386,East,78702
16928591,30.26104,-97.72571,East,78702
13451957,30.27296,-97.73167,East,78702
26925091,30.2733,-97.72089,East,78702
28986933,30.26164,-97.72066,East,78702
21203463,30.26002,-97.71451,East,78702
8663006,30.28556,-97.71426,East,78722
12194423,30.2547,-97.71431,East,78702
2592427,30.28404,-97.71702,East,78722
23481891,30.28817,-97.67344,East,78723
25380160,30.25812,-97.73503,East,78702
12021271,30.26237,-97.73155,East,78702
5458673,30.27114,-97.72608,East,78702
9136983,30.27823,-97.71795,East,78702
4174180,30.25805,-97.72995,East,78702
20759282,30.25777,-97.72687,East,78702
17074156,30.27593,-97.71384,East,78702
4974255,30.25565,-97.71426,East,78702
19698436,30.27204,-97.71505,East,78702
23732864,30.27906,-97.6911,East,78721
14632346,30.26824,-97.69424,East,78721
22842543,30.29056,-97.71594,East,78722
3946696,30.29729,-97.71295,East,78722
11237048,30.29071,-97.71202,East,78722
4795682,30.28846,-97.72157,East,78722
6820899,30.30413,-97.6783,East,78723
22637619,30.25945,-97.73526,East,78702
26643434,30.25219,-97.72258,East,78702
7936442,30.26669,-97.73081,East,78702
15843359,30.27043,-97.73185,East,78702
5499816,30.26479,-97.71557,East,78702
27660594,30.27454,-97.71543,East,78702
12917949,30.26609,-97.71917,East,78702
26277493,30.25415,-97.71603,East,78702
27082450,30.25375,-97.72439,East,78702
5497475,30.2506,-97.72241,East,78702
5601570,30.25419,-97.72434,East,78702
13266376,30.27521,-97.70807,East,78702
16360344,30.27517,-97.70616,East,78702
14773140,30.27363,-97.71812,East,78702
21278067,30.28102,-97.68032,East,78721
22214188,30.26809,-97.68508,East,78721
28805600,30.28201,-97.69381,East,78721
8740538,30.28243,-97.68183,East,78721
17255736,30.29713,-97.71569,East,78722
21150134,30.26595,-97.71575,East,78702
19438484,30.28229,-97.71098,East,78702
27133344,30.28016,-97.70023,East,78721
27232179,30.29844,-97.70176,East,78723
28699103,30.2977,-97.69868,East,78723
20971212,30.2622,-97.72675,East,78702
26281746,30.26032,-97.71499,East,78702
26281750,30.25845,-97.71478,East,78702
26281747,30.25994,-97.71499,East,78702
26281757,30.26012,-97.71621,East,78702
26281745,30.2587,-97.71624,East,78702
26281749,30.25984,-97.71519,East,78702
26281751,30.25906,-97.71532,East,78702
26281744,30.26038,-97.7151,East,78702
26281740,30.25845,-97.71679,East,78702
26281755,30.25966,-97.71629,East,78702
26281756,30.25907,-97.71649,East,78702
26281741,30.25858,-97.71631,East,78702
26281752,30.25979,-97.71678,East,78702
26281748,30.25976,-97.7151,East,78702
26281739,30.26045,-97.71502,East,78702
26281742,30.26057,-97.71667,East,78702
26281743,30.25915,-97.71686,East,78702
26281754,30.26027,-97.71647,East,78702
26281753,30.25865,-97.71537,East,78702
20322265,30.25875,-97.73496,East,78702
26629091,30.26047,-97.71562,East,78702
26631664,30.26088,-97.71505,East,78702
26629352,30.25888,-97.71535,East,78702
26638150,30.25913,-97.71509,East,78702
26627685,30.26062,-97.71692,East,78702
26626801,30.25892,-97.71645,East,78702
26630575,30.25907,-97.7169,East,78702
26638913,30.2608,-97.71708,East,78702
26637820,30.25882,-97.71528,East,78702
26632164,30.26072,-97.71549,East,78702
26636907,30.25887,-97.71679,East,78702
26627242,30.25914,-97.71482,East,78702
26628289,30.26006,-97.71712,East,78702
26636523,30.26001,-97.71497,East,78702
26627989,30.25873,-97.71709,East,78702
26638383,30.26081,-97.71677,East,78702
26637485,30.25883,-97.71545,East,78702
26638717,30.25918,-97.71634,East,78702
26638384,30.26005,-97.71675,East,78702
5697316,30.26835,-97.73227,East,78702
23634139,30.25993,-97.72558,East,78702
8406405,30.26933,-97.73159,East,78702
4226176,30.26883,-97.73072,East,78702
4164781,30.25715,-97.72585,East,78702
22231366,30.26168,-97.72436,East,78702
19016460,30.25691,-97.73247,East,78702
22807222,30.25535,-97.73188,East,78702
6391710,30.25513,-97.72618,East,78702
27192237,30.27525,-97.72963,East,78702
7340115,30.26801,-97.7315,East,78702
11622156,30.26122,-97.69881,East,78702
26065064,30.2594,-97.71774,East,78702
23401457,30.26032,-97.7225,East,78702
22308485,30.28274,-97.70869,East,78702
22342728,30.28074,-97.70974,East,78702
22890140,30.28234,-97.71148,East,78702
22887423,30.28183,-97.7122,East,78702
22890928,30.28167,-97.71053,East,78702
23199389,30.27706,-97.67824,East,78721
22258118,30.27407,-97.68126,East,78721
9479064,30.29079,-97.7218,East,78722
17321432,30.28395,-97.72015,East,78722
11534656,30.28509,-97.71412,East,78722
11493555,30.29617,-97.7157,East,78722
11676408,30.29357,-97.71508,East,78722
12868817,30.2873,-97.70999,East,78722
22632578,30.27985,-97.72352,East,78722
4303864,30.29909,-97.70703,East,78723
8167348,30.29777,-97.70773,East,78723
25293881,30.3055,-97.7023,East,78723
24378976,30.31649,-97.6771,East,78723
6347473,30.27755,-97.70333,East,78702
4278536,30.28129,-97.71125,East,78702
22249956,30.26714,-97.7182,East,78702
16124855,30.26502,-97.71801,East,78702
23609897,30.272,-97.72544,East,78702
23320047,30.27078,-97.69766,East,78702
29303326,30.28244,-97.7055,East,78702
23514403,30.27184,-97.71862,East,78702
4163685,30.27394,-97.68803,East,78721
21207587,30.28674,-97.71522,East,78722
26449821,30.2848,-97.69643,East,78723
17016200,30.27157,-97.71931,East,78702
14745824,30.27981,-97.67652,East,78721
23565951,30.30646,-97.69395,East,78723
5884972,30.25481,-97.73482,East,78702
29071900,30.25983,-97.72342,East,78702
29071869,30.25936,-97.72448,East,78702
16704693,30.2547,-97.73444,East,78702
28898451,30.2613,-97.72437,East,78702
28897994,30.261,-97.72311,East,78702
27552498,30.25365,-97.736,East,78702
5521345,30.26643,-97.73271,East,78702
26688520,30.26001,-97.72346,East,78702
26310479,30.28033,-97.7106,East,78702
26311689,30.28028,-97.71078,East,78702
26311782,30.28065,-97.70954,East,78702
26311531,30.28118,-97.70932,East,78702
24853177,30.26636,-97.73393,East,78702
20786738,30.26897,-97.72572,East,78702
18613534,30.25114,-97.7282,East,78702
27331682,30.2564,-97.70119,East,78702
17736424,30.25305,-97.71785,East,78702
25534810,30.2751,-97.69504,East,78721
16881707,30.25748,-97.73138,East,78702
22956378,30.28833,-97.72149,East,78722
7224920,30.28249,-97.71602,East,78722
15985678,30.31108,-97.67091,East,78723
14894640,30.31979,-97.68202,East,78723
22321082,30.26968,-97.71768,East,78702
16534724,30.2557,-97.72865,East,78702
5083004,30.27762,-97.71926,East,78702
24159699,30.27084,-97.72271,East,78702
23496157,30.27459,-97.71577,East,78702
17651051,30.27476,-97.71577,East,78702
2500385,30.27871,-97.72288,East,78702
15208205,30.27989,-97.71966,East,78702
6854195,30.27084,-97.7282,East,78702
19297733,30.26869,-97.73121,East,78702
10910831,30.27364,-97.72152,East,78702
28785410,30.25927,-97.73494,East,78702
26293461,30.25081,-97.72162,East,78702
17826920,30.25226,-97.72291,East,78702
18255361,30.25506,-97.72377,East,78702
21999642,30.27335,-97.71648,East,78702
26655796,30.27738,-97.67922,East,78721
28985284,30.3008,-97.71069,East,78722
24054861,30.30338,-97.70913,East,78722
23019627,30.28905,-97.7133,East,78722
14945542,30.29043,-97.71258,East,78722
12765604,30.296,-97.7002,East,78723
17792048,30.27828,-97.71804,East,78702
8302929,30.2758,-97.72968,East,78702
15548614,30.2542,-97.7291,East,78702
21218304,30.279,-97.72011,East,78702
16253395,30.26032,-97.73152,East,78702
15916842,30.2797,-97.71448,East,78702
23712229,30.27818,-97.72173,East,78702
25607637,30.25234,-97.72714,East,78702
14808239,30.27709,-97.71196,East,78702
5669658,30.26673,-97.73099,East,78702
23633503,30.26087,-97.73214,East,78702
5627249,30.27912,-97.71138,East,78702
5126439,30.27591,-97.71595,East,78702
21298149,30.26103,-97.73064,East,78702
11480675,30.25507,-97.73347,East,78702
23671284,30.27521,-97.71624,East,78702
16004537,30.27447,-97.7253,East,78702
28367461,30.25627,-97.7306,East,78702
14316798,30.25892,-97.73174,East,78702
17478756,30.25559,-97.72464,East,78702
27196671,30.27622,-97.71763,East,78702
27315756,30.26649,-97.71879,East,78702
5570822,30.26498,-97.7165,East,78702
22682467,30.27419,-97.72187,East,78702
9163030,30.26751,-97.72184,East,78702
17105686,30.27497,-97.72285,East,78702
20800752,30.26491,-97.72063,East,78702
3696506,30.26626,-97.71709,East,78702
7918922,30.27704,-97.71821,East,78702
5510324,30.27801,-97.71843,East,78702
27286782,30.2679,-97.7164,East,78702
23468465,30.26669,-97.71915,East,78702
11318454,30.26447,-97.71565,East,78702
22956379,30.2744,-97.71596,East,78702
23672621,30.25836,-97.73543,East,78702
14708252,30.26691,-97.73023,East,78702
18023493,30.26353,-97.71883,East,78702
5126932,30.25906,-97.73421,East,78702
15977128,30.26402,-97.71562,East,78702
28909212,30.27403,-97.7295,East,78702
17545365,30.25707,-97.73351,East,78702
10806723,30.27097,-97.72919,East,78702
5405183,30.26142,-97.73069,East,78702
23326905,30.27614,-97.71763,East,78702
23121462,30.27615,-97.71288,East,78702
28207730,30.2618,-97.73306,East,78702
3539813,30.26475,-97.71616,East,78702
14367760,30.25421,-97.72973,East,78702
16586062,30.25532,-97.7338,East,78702
8703710,30.27663,-97.71239,East,78702
3999345,30.25866,-97.72845,East,78702
25983227,30.25936,-97.70714,East,78702
17444026,30.26903,-97.69761,East,78702
3904915,30.25811,-97.69755,East,78702
18249329,30.26128,-97.70658,East,78702
8506283,30.26668,-97.707,East,78702
28759137,30.26,-97.70631,East,78702
15322178,30.26028,-97.70708,East,78702
28125453,30.25533,-97.70944,East,78702
18895377,30.26268,-97.7011,East,78702
28442454,30.25847,-97.71966,East,78702
10984471,30.25146,-97.71719,East,78702
15876377,30.25865,-97.72292,East,78702
25506394,30.25095,-97.72374,East,78702
20676722,30.25265,-97.72256,East,78702
17051739,30.25149,-97.71473,East,78702
17510305,30.25452,-97.71399,East,78702
8595301,30.25238,-97.72468,East,78702
10229303,30.25748,-97.71461,East,78702
19712479,30.25118,-97.72619,East,78702
22506529,30.25351,-97.72531,East,78702
17498259,30.25304,-97.72553,East,78702
10970106,30.25194,-97.71682,East,78702
20890392,30.25277,-97.72879,East,78702
14430737,30.2722,-97.71594,East,78702
26711508,30.27588,-97.70157,East,78702
23399896,30.27858,-97.70776,East,78702
23355247,30.27787,-97.70565,East,78702
23121514,30.27138,-97.7162,East,78702
23496888,30.27483,-97.70191,East,78702
27801541,30.27938,-97.70668,East,78702
23579624,30.27871,-97.70693,East,78702
25456126,30.27142,-97.7183,East,78702
5604212,30.27929,-97.70806,East,78702
17545745,30.25218,-97.72004,East,78702
19181658,30.27935,-97.71726,East,78702
22937302,30.25811,-97.72829,East,78702
23189204,30.27624,-97.69826,East,78721
3931350,30.27875,-97.69171,East,78721
10482238,30.25826,-97.68686,East,78721
20981556,30.25527,-97.68486,East,78721
27761742,30.27654,-97.67872,East,78721
5495934,30.27942,-97.68351,East,78721
23417887,30.28329,-97.68674,East,78721
28812040,30.2766,-97.67776,East,78721
4263838,30.28051,-97.70205,East,78721
13185251,30.27938,-97.67825,East,78721
5549268,30.27395,-97.68781,East,78721
11676533,30.26895,-97.68459,East,78721
28080419,30.26216,-97.68948,East,78721
27789421,30.28364,-97.70509,East,78722
28667829,30.28802,-97.70734,East,78722
9256330,30.29035,-97.72184,East,78722
5018747,30.296,-97.71626,East,78722
21163367,30.28137,-97.71567,East,78722
5498972,30.28992,-97.71403,East,78722
10626331,30.29212,-97.71737,East,78722
5105770,30.29296,-97.71864,East,78722
14671731,30.28989,-97.71959,East,78722
23591041,30.28819,-97.70912,East,78722
20324795,30.28675,-97.71218,East,78722
28853517,30.29017,-97.72217,East,78722
28278287,30.28559,-97.71978,East,78722
23295007,30.2809,-97.72012,East,78722
11658430,30.28181,-97.72154,East,78722
23527450,30.28551,-97.70411,East,78723
17328081,30.2931,-97.70367,East,78723
16797397,30.29242,-97.70752,East,78723
23633833,30.31498,-97.6956,East,78723
23455340,30.31645,-97.70452,East,78723
27812638,30.30353,-97.67877,East,78723
8688394,30.31002,-97.68846,East,78723
5262010,30.3095,-97.70174,East,78723
23019704,30.31336,-97.69482,East,78723
15371925,30.27361,-97.73123,East,78702
16811907,30.2634,-97.72549,East,78702
23610859,30.27498,-97.73035,East,78702
19715054,30.25796,-97.7158,East,78702
27892604,30.25314,-97.71287,East,78702
16408376,30.26155,-97.71824,East,78702
20748799,30.25771,-97.71602,East,78702
22889886,30.27252,-97.68321,East,78721
23073104,30.27602,-97.70112,East,78702
15148759,30.26847,-97.71923,East,78702
18193428,30.25185,-97.72586,East,78702
25949725,30.27929,-97.71785,East,78702
12872258,30.26345,-97.71399,East,78702
19829258,30.26668,-97.70502,East,78702
23038138,30.2702,-97.71676,East,78702
16215891,30.25726,-97.72433,East,78702
16215644,30.25544,-97.72287,East,78702
23646883,30.28845,-97.71402,East,78722
13914938,30.26918,-97.69797,East,78702
24650555,30.26349,-97.7272,East,78702
10996085,30.27891,-97.72063,East,78702
14266336,30.26007,-97.72962,East,78702
4053713,30.25489,-97.73406,East,78702
21128256,30.26098,-97.72087,East,78702
21134786,30.264,-97.73092,East,78702
21140578,30.26546,-97.73024,East,78702
5344318,30.25705,-97.68256,East,78721
21204640,30.27758,-97.69894,East,78721
23088541,30.25548,-97.68672,East,78721
23040898,30.25463,-97.68727,East,78721
23088398,30.25606,-97.68512,East,78721
23326212,30.25476,-97.6867,East,78721
24275840,30.28711,-97.7094,East,78722
23269502,30.28507,-97.7161,East,78722
17256857,30.29557,-97.71744,East,78722
29187831,30.29888,-97.68866,East,78723
14009283,30.31215,-97.70578,East,78723
5532702,30.30379,-97.69847,East,78723
11324801,30.26493,-97.7152,East,78702
10412236,30.27596,-97.71802,East,78702
23452161,30.25721,-97.71686,East,78702
22076766,30.25731,-97.72121,East,78702
28463300,30.27731,-97.70725,East,78702
23495346,30.28701,-97.69781,East,78723
20281822,30.27891,-97.71927,East,78702
21228038,30.25507,-97.73533,East,78702
17123449,30.27645,-97.72085,East,78702
27729455,30.26608,-97.73229,East,78702
6445690,30.26974,-97.72802,East,78702
15271035,30.26612,-97.73273,East,78702
26495184,30.25913,-97.71508,East,78702
16879675,30.26849,-97.71757,East,78702
29191784,30.26251,-97.73324,East,78702
28162919,30.25507,-97.72429,East,78702
12016436,30.2607,-97.73171,East,78702
17508436,30.26817,-97.69774,East,78702
5200329,30.25457,-97.72883,East,78702
16325161,30.26388,-97.71546,East,78702
23456152,30.25233,-97.72712,East,78702
26560743,30.26327,-97.71594,East,78702
17526840,30.26178,-97.71603,East,78702
17624763,30.26429,-97.71175,East,78702
16188055,30.26193,-97.73085,East,78702
27933897,30.26738,-97.72017,East,78702
11674520,30.27146,-97.72641,East,78702
29409785,30.25943,-97.73422,East,78702
21384381,30.26296,-97.71989,East,78702
11303267,30.26629,-97.71757,East,78702
4216580,30.27814,-97.72053,East,78702
4588823,30.25553,-97.73466,East,78702
14556731,30.269,-97.71512,East,78702
4680967,30.27172,-97.72832,East,78702
11596299,30.26371,-97.70545,East,78702
27904998,30.26733,-97.69819,East,78702
11582325,30.25485,-97.72404,East,78702
8390383,30.25145,-97.72513,East,78702
6118674,30.2533,-97.72416,East,78702
18405855,30.25493,-97.72366,East,78702
18684918,30.25499,-97.71416,East,78702
10336181,30.25472,-97.72031,East,78702
26279482,30.27175,-97.71645,East,78702
3790274,30.27821,-97.70377,East,78702
7732578,30.2785,-97.70441,East,78702
5532737,30.27221,-97.71671,East,78702
29155994,30.27588,-97.68681,East,78721
29315359,30.28136,-97.69606,East,78721
28754683,30.28201,-97.68106,East,78721
15768643,30.28284,-97.69539,East,78721
19812279,30.2839,-97.67369,East,78721
27085031,30.28123,-97.69417,East,78721
25714379,30.25631,-97.68896,East,78721
23450779,30.25464,-97.6876,East,78721
23680558,30.25585,-97.68817,East,78721
23542505,30.28138,-97.71742,East,78722
22773817,30.28855,-97.72164,East,78722
5524366,30.28167,-97.7162,East,78722
24697658,30.2828,-97.70814,East,78722
5618093,30.28436,-97.71759,East,78722
12810943,30.28757,-97.72272,East,78722
13823197,30.28576,-97.71476,East,78722
3655306,30.30996,-97.69963,East,78723
23328526,30.31542,-97.67974,East,78723
18759044,30.31457,-97.6971,East,78723
8290369,30.32088,-97.70124,East,78723
6626589,30.31449,-97.70189,East,78723
8387546,30.30882,-97.68309,East,78723
15873822,30.26456,-97.72856,East,78702
25518906,30.27395,-97.72009,East,78702
3649811,30.25726,-97.72581,East,78702
28055197,30.25467,-97.70793,East,78702
16946034,30.26492,-97.68936,East,78721
23292892,30.28885,-97.70565,East,78723
23437542,30.26171,-97.71941,East,78702
28844751,30.26049,-97.72555,East,78702
17493744,30.25992,-97.72045,East,78702
27211392,30.2816,-97.70923,East,78702
22032425,30.26008,-97.72416,East,78702
22033596,30.26021,-97.72502,East,78702
21378741,30.26029,-97.72531,East,78702
22033444,30.2613,-97.72468,East,78702
22032650,30.26207,-97.72436,East,78702
21381641,30.26183,-97.72576,East,78702
21295793,30.26154,-97.72404,East,78702
21295215,30.262,-97.72433,East,78702
22033531,30.26009,-97.72579,East,78702
21276895,30.25978,-97.72548,East,78702
8569523,30.28261,-97.70722,East,78702
22891030,30.2822,-97.71059,East,78702
22889658,30.28183,-97.71219,East,78702
23326070,30.25655,-97.68721,East,78721
23354236,30.28395,-97.71576,East,78722
17683608,30.29865,-97.7088,East,78723
28816792,30.31038,-97.70506,East,78723
13879477,30.2766,-97.71957,East,78702
25866632,30.26623,-97.69685,East,78702
17217284,30.26615,-97.71794,East,78702
5670726,30.27786,-97.71135,East,78702
20351849,30.27513,-97.71804,East,78702
18106336,30.26648,-97.72036,East,78702
26536675,30.26325,-97.71602,East,78702
27699230,30.26772,-97.70293,East,78702
20957215,30.25955,-97.69911,East,78702
7872804,30.25299,-97.71596,East,78702
5539034,30.25441,-97.71654,East,78702
23271382,30.25261,-97.72566,East,78702
23613338,30.25508,-97.72284,East,78702
17492944,30.25419,-97.72471,East,78702
28844396,30.27951,-97.705,East,78702
27828494,30.27645,-97.68595,East,78721
23304839,30.27051,-97.68124,East,78721
17345973,30.28085,-97.67594,East,78721
17608456,30.27709,-97.6782,East,78721
5525957,30.30266,-97.69804,East,78723
7651087,30.31738,-97.69046,East,78723
6491526,30.303,-97.68949,East,78723
28437953,30.26122,-97.72333,East,78702
20322033,30.26008,-97.72891,East,78702
11239535,30.26863,-97.73095,East,78702
13154457,30.25656,-97.73526,East,78702
27220457,30.27968,-97.7105,East,78702
25934316,30.28082,-97.71034,East,78702
24657045,30.27494,-97.72964,East,78702
25997143,30.28058,-97.71096,East,78702
26081112,30.28034,-97.71053,East,78702
23462860,30.26933,-97.73274,East,78702
26718562,30.25836,-97.72505,East,78702
15360963,30.30792,-97.67621,East,78723
19762771,30.28657,-97.70491,East,78723
27894886,30.28233,-97.72032,East,78722
23608325,30.26462,-97.70133,East,78702
11398275,30.2607,-97.73555,East,78702
10918267,30.26175,-97.73068,East,78702
6740452,30.27922,-97.70509,East,78702
29237282,30.27014,-97.70031,East,78702
22744926,30.25483,-97.71532,East,78702
12309900,30.2648,-97.72208,East,78702
15357469,30.26659,-97.70948,East,78702
17239469,30.25626,-97.7076,East,78702
6935869,30.26989,-97.72767,East,78702
3883966,30.25508,-97.73041,East,78702
6596091,30.25836,-97.70571,East,78702
16704643,30.26478,-97.71978,East,78702
20189342,30.2575,-97.71716,East,78702
20189325,30.25786,-97.72982,East,78702
20322030,30.25926,-97.72887,East,78702
17174216,30.27948,-97.71128,East,78702
11271404,30.27874,-97.71694,East,78702
16229534,30.27995,-97.71136,East,78702
11692489,30.28031,-97.71199,East,78702
29275723,30.27886,-97.71024,East,78702
4050950,30.27738,-97.707,East,78702
3831262,30.26716,-97.72,East,78702
11820649,30.26423,-97.71545,East,78702
26325155,30.27938,-97.71469,East,78702
17219191,30.27863,-97.72283,East,78702
19892325,30.25837,-97.73661,East,78702
12516969,30.27599,-97.72838,East,78702
4351493,30.27613,-97.71955,East,78702
5396676,30.27394,-97.73043,East,78702
22059324,30.26627,-97.72766,East,78702
23054882,30.27728,-97.71208,East,78702
23306982,30.26215,-97.70891,East,78702
4330057,30.27458,-97.72198,East,78702
7264070,30.26343,-97.72023,East,78702
27167888,30.28028,-97.72318,East,78702
5277988,30.2672,-97.72439,East,78702
10367683,30.26496,-97.71917,East,78702
11622259,30.27936,-97.71991,East,78702
28380321,30.27549,-97.72093,East,78702
21309141,30.27549,-97.71314,East,78702
11144738,30.26021,-97.72831,East,78702
25084989,30.26424,-97.71047,East,78702
8500116,30.27817,-97.71399,East,78702
6721639,30.25547,-97.73361,East,78702
29059635,30.26342,-97.71809,East,78702
19624388,30.26869,-97.72212,East,78702
19967245,30.27001,-97.72891,East,78702
10808197,30.27498,-97.72847,East,78702
7239077,30.2718,-97.72483,East,78702
4030864,30.25474,-97.73612,East,78702
5372361,30.26479,-97.72319,East,78702
27086715,30.25608,-97.72759,East,78702
8293924,30.25671,-97.72765,East,78702
5362016,30.26308,-97.70526,East,78702
28486334,30.2601,-97.69528,East,78702
5544175,30.25361,-97.70343,East,78702
23695361,30.26344,-97.69611,East,78702
24223221,30.26044,-97.69687,East,78702
9445559,30.27381,-97.70597,East,78702
21219432,30.25435,-97.72351,East,78702
5375502,30.25547,-97.72268,East,78702
22741340,30.25671,-97.72161,East,78702
10268466,30.25517,-97.72504,East,78702
10769346,30.25075,-97.72679,East,78702
17108315,30.25301,-97.72601,East,78702
5438680,30.26024,-97.7132,East,78702
20755993,30.25681,-97.71256,East,78702
8250817,30.25797,-97.71788,East,78702
5423821,30.26066,-97.71943,East,78702
22618038,30.26003,-97.69764,East,78702
21999439,30.27316,-97.71536,East,78702
20960414,30.2706,-97.71791,East,78702
8644874,30.26987,-97.71803,East,78702
8880787,30.27463,-97.70755,East,78702
17531219,30.27483,-97.70434,East,78702
17079610,30.27141,-97.71684,East,78702
26896110,30.26721,-97.70924,East,78702
22201831,30.28168,-97.717,East,78702
27337233,30.27862,-97.69151,East,78721
23623668,30.27422,-97.68345,East,78721
25484373,30.27921,-97.69404,East,78721
17317756,30.28028,-97.68364,East,78721
4549514,30.28019,-97.67747,East,78721
5049688,30.27501,-97.67909,East,78721
16943997,30.2824,-97.67844,East,78721
20174006,30.28271,-97.69384,East,78721
14627025,30.28483,-97.6803,East,78721
5248080,30.27153,-97.67815,East,78721
21008856,30.27359,-97.68677,East,78721
20017883,30.27949,-97.67687,East,78721
17344459,30.25979,-97.68419,East,78721
5293720,30.28517,-97.72363,East,78722
21120241,30.28495,-97.71203,East,78722
8577438,30.28548,-97.70601,East,78722
23482969,30.28547,-97.70982,East,78722
5230543,30.28561,-97.72597,East,78722
5314932,30.28943,-97.71519,East,78722
22998537,30.29368,-97.71958,East,78722
19806310,30.28618,-97.71299,East,78722
29304488,30.2903,-97.71732,East,78722
7579394,30.29367,-97.71515,East,78722
7579302,30.29561,-97.71571,East,78722
13410286,30.29121,-97.7182,East,78722
26134969,30.29384,-97.71562,East,78722
2723009,30.28666,-97.71361,East,78722
23591540,30.28251,-97.71852,East,78722
5320239,30.29939,-97.71535,East,78722
17446923,30.31982,-97.68328,East,78723
18238273,30.29432,-97.69861,East,78723
27506626,30.3118,-97.70141,East,78723
6561168,30.29799,-97.70056,East,78723
28437988,30.29138,-97.70113,East,78723
11609664,30.29339,-97.68632,East,78723
3866463,30.29356,-97.70473,East,78723
21726884,30.29461,-97.70265,East,78723
24266301,30.29084,-97.68743,East,78723
11324822,30.29212,-97.70477,East,78723
9405852,30.2921,-97.69984,East,78723
19174182,30.29217,-97.70295,East,78723
5593491,30.30108,-97.68285,East,78723
25325061,30.29527,-97.67675,East,78723
21186316,30.29935,-97.67653,East,78723
28831630,30.29952,-97.67595,East,78723
17981461,30.30592,-97.69385,East,78723
20930699,30.31815,-97.68819,East,78723
14706958,30.32028,-97.68358,East,78723
4198303,30.32019,-97.68427,East,78723
10886665,30.31666,-97.69354,East,78723
14915835,30.30726,-97.6892,East,78723
10944908,30.31144,-97.69752,East,78723
5205243,30.30088,-97.68705,East,78723
5020354,30.30867,-97.70189,East,78723
5728862,30.31539,-97.70543,East,78723
11525270,30.31739,-97.69071,East,78723
8356007,30.25639,-97.73599,East,78702
20915676,30.25319,-97.73457,East,78702
25572440,30.27996,-97.7158,East,78702
27193210,30.27792,-97.7207,East,78702
19949712,30.26579,-97.70183,East,78702
23268837,30.25586,-97.70453,East,78702
22971555,30.25587,-97.70728,East,78702
26719683,30.2769,-97.70296,East,78702
22956237,30.28374,-97.67707,East,78721
17333546,30.28053,-97.67565,East,78721
5726456,30.27916,-97.67535,East,78721
20322272,30.3153,-97.70022,East,78723
16973996,30.29566,-97.69736,East,78723
20479089,30.28965,-97.70134,East,78723
19638094,30.29882,-97.70305,East,78723
20014046,30.29408,-97.6968,East,78723
4121482,30.29943,-97.70264,East,78723
10586177,30.30118,-97.70114,East,78723
29337051,30.30705,-97.67461,East,78723
21162776,30.2584,-97.7133,East,78702
2502568,30.26995,-97.73817,East,78702
23701046,30.2548,-97.68659,East,78721
24874643,30.2552,-97.68725,East,78721
23326053,30.25506,-97.68591,East,78721
