Id,Latitude,Longitude,Region by Zipcode,Zipcode
1704476,30.37627,-97.65423,North,78754
1704832,30.24425,-97.77762,South Central,78704
1706466,30.23771,-97.74826,South Central,78704
1708424,30.24717,-97.74959,South Central,78704
1712329,30.23127,-97.82364,South,78749
1717090,30.27691,-97.75292,Central,78703
1717328,30.23867,-97.75803,South Central,78704
1720604,30.26871,-97.80186,West,78746
1724144,30.30281,-97.72988,Central,78751
1724256,30.2599,-97.75455,South Central,78704
1725159,30.2416,-97.78091,South Central,78704
1725964,30.25104,-97.72704,East,78702
1727257,30.26565,-97.71691,East,78702
1731755,30.22035,-97.78377,South,78745
1732956,30.2894,-97.7228,East,78722
1735938,30.22068,-97.78164,South,78745
1736648,30.26634,-97.7414,Central,78701
1737139,30.2586,-97.77378,South Central,78704
1737270,30.28674,-97.70727,East,78722
1741604,30.25749,-97.7277,East,78702
1743161,30.26645,-97.74209,Central,78701
1743366,30.26607,-97.7425,Central,78701
1746957,30.40297,-97.74154,North Suburbs,78759
1750312,30.28313,-97.77479,Central,78703
1751718,30.25472,-97.77501,South Central,78704
1755240,30.26649,-97.74203,Central,78701
1757346,30.26291,-97.93828,West,78736
1759475,30.33595,-97.73722,Central,78757
1759621,30.29462,-97.73151,Central,78705
1774151,30.25882,-97.78708,West,78746
1777542,30.23303,-97.73107,South East,78741
1777600,30.45876,-97.82094,West,78750
1792601,30.17061,-97.79314,South,78748
1795965,30.27665,-97.71594,East,78702
1802053,30.2601,-97.73156,East,78702
1803353,30.27491,-97.74899,Central,78703
1805494,30.25653,-97.76586,South Central,78704
1814899,30.27499,-97.75127,Central,78701
1822588,30.2589,-97.72661,East,78702
1826078,30.2458,-97.76507,South Central,78704
1827913,30.21065,-97.80815,South,78745
1830545,30.36191,-97.72593,Central,78757
1831035,30.27538,-97.75805,Central,78703
1836617,30.23727,-97.88318,West,78736
1843753,30.22605,-97.76678,South Central,78704
1850914,30.24654,-97.78645,South Central,78704
1853963,30.2891,-97.76765,Central,78703
1854638,30.28859,-97.77159,Central,78703
1854758,30.23581,-97.80804,West,78735
1860352,30.29426,-97.76297,Central,78703
1865762,30.34736,-97.91259,West,78732
1872960,30.30233,-97.68085,East,78723
1875121,30.26832,-97.73151,East,78702
1880094,30.25161,-97.72156,East,78702
1881597,30.24274,-97.75059,South Central,78704
1887570,30.26879,-97.75092,Central,78703
1892933,30.34492,-97.8731,West,78733
1900496,30.30502,-97.69511,East,78723
1901790,30.25364,-97.72164,East,78702
1906190,30.31269,-97.75035,West,78731
1910310,30.28683,-97.75249,Central,78705
1913498,30.2741,-97.72681,East,78702
1919207,30.21507,-97.8177,South,78745
1920342,30.25663,-97.75451,South Central,78704
1929377,30.46325,-97.78584,North Suburbs,78729
1934911,30.27741,-97.70827,East,78702
1935282,30.28065,-97.71072,East,78702
1943518,30.27913,-97.62897,Far East,78724
1952273,30.42058,-97.92184,West,78734
1953384,30.33013,-97.98038,West,78738
1954417,30.31268,-97.70089,East,78723
1965959,30.25411,-97.77655,South Central,78704
1967182,30.25238,-97.83117,West,78735
1990225,30.23931,-97.79027,South Central,78704
1997625,30.2983,-97.7318,Central,78705
2010358,30.27684,-97.76042,Central,78703
2028500,30.23345,-97.73605,South East,78741
2030700,30.23103,-97.78261,South Central,78704
2036294,30.32289,-97.7307,Central,78756
2038344,30.17137,-97.81751,South,78748
2041847,30.26609,-97.74073,Central,78701
2045501,30.25694,-97.72357,East,78702
2048537,30.27572,-97.75867,Central,78703
2056845,30.24993,-97.75779,South Central,78704
2057533,30.23903,-97.78709,South Central,78704
2065053,30.2598,-97.7362,East,78702
2072437,30.45571,-97.76897,North Suburbs,78729
2077876,30.36145,-97.7103,North,78758
2092733,30.2402,-97.74189,South Central,78704
2094758,30.19909,-97.7307,South East,78744
2095705,30.24458,-97.78967,South Central,78704
2098455,30.25939,-97.72571,East,78702
2104280,30.24304,-97.76121,South Central,78704
2119633,30.19412,-97.78942,South,78745
2124026,30.28283,-97.7082,East,78722
2126912,30.26898,-97.72794,East,78702
2138579,30.22553,-97.68813,South East,78741
2138690,30.4643,-97.7847,North Suburbs,78729
2138750,30.46265,-97.785,North Suburbs,78729
2141987,30.25838,-97.76602,South Central,78704
2147231,30.20988,-97.76775,South,78745
2149362,30.20274,-97.81398,South,78745
2149762,30.2484,-97.72302,East,78702
2160085,30.28838,-97.71968,East,78722
2166668,30.23993,-97.7583,South Central,78704
2168813,30.25208,-97.77896,South Central,78704
2174970,30.2624,-97.73241,East,78702
2183136,30.24833,-97.75487,South Central,78704
2183323,30.27533,-97.73008,East,78702
2187256,30.27873,-97.70353,East,78702
2188056,30.25126,-97.78755,South Central,78704
2198635,30.35099,-97.75034,West,78731
2200205,30.24643,-97.75113,South Central,78704
2203136,30.24488,-97.76005,South Central,78704
2208270,30.29446,-97.71255,East,78722
2210823,30.35801,-97.72088,Central,78757
2210863,30.2381,-97.74837,South Central,78704
2217263,30.24578,-97.75509,South Central,78704
2221118,30.28085,-97.68246,East,78721
2223634,30.24597,-97.74856,South Central,78704
2227221,30.25784,-97.77805,South Central,78704
2227288,30.25756,-97.78869,West,78746
2227564,30.2887,-97.71726,East,78722
2231056,30.25014,-97.77013,South Central,78704
2232375,30.20925,-97.76457,South,78745
2236988,30.27527,-97.84311,West,78746
2241560,30.41999,-97.7247,North Suburbs,78727
2242553,30.23561,-97.75057,South Central,78704
2243937,30.2018,-97.78335,South,78745
2248559,30.40726,-97.73331,North Suburbs,78759
2250253,30.32266,-97.73276,Central,78756
2254712,30.2916,-97.76038,Central,78703
2255308,30.32754,-97.75154,West,78731
2261171,30.18034,-97.79502,South,78748
2266768,30.27548,-97.72628,East,78702
2272446,30.2478,-97.73237,South East,78741
2273233,30.25286,-97.73144,East,78702
2273498,30.26574,-97.73932,Central,78701
2276431,30.21561,-97.79514,South,78745
2277691,30.21955,-97.79601,South,78745
2278649,30.25786,-97.74845,South Central,78704
2282208,30.25376,-97.72489,East,78702
2289274,30.33275,-97.71275,Central,78752
2292088,30.31039,-97.75409,West,78731
2292322,30.25663,-97.73081,East,78702
2292679,30.26343,-97.71528,East,78702
2296386,30.25133,-97.92873,West,78736
2303288,30.28087,-97.70553,East,78702
2304794,30.28899,-97.77316,Central,78703
2307690,30.28022,-97.64337,Far East,78724
2307759,30.27948,-97.64467,Far East,78724
2310024,30.26928,-97.73577,Central,78701
2310634,30.27349,-97.75511,Central,78703
2310990,30.25506,-97.77325,South Central,78704
2311056,30.26613,-97.7495,Central,78701
2311118,30.41667,-97.77447,North Suburbs,78759
2313094,30.25441,-97.77395,South Central,78704
2316065,30.36109,-97.76756,West,78731
2316074,30.36252,-97.76651,West,78731
2318061,30.14855,-97.81879,South,78748
2318394,30.32707,-97.68105,Central,78752
2320144,30.30262,-97.72091,Central,78751
2322667,30.24647,-97.99533,West,78736
2324317,30.24165,-97.74084,South Central,78704
2325410,30.27589,-97.71686,East,78702
2326028,30.2407,-97.75026,South Central,78704
2326308,30.21789,-97.77657,South,78745
2326622,30.28286,-97.72087,East,78722
2332553,30.22695,-97.79759,South,78745
2332927,30.28508,-97.76153,Central,78703
2336368,30.26064,-97.70652,East,78702
2336937,30.32621,-97.68138,Central,78752
2337430,30.27757,-97.84309,West,78746
2339860,30.23269,-97.767,South Central,78704
2345033,30.27678,-97.80504,West,78746
2345788,30.32895,-97.71953,Central,78752
2346097,30.23605,-97.7489,South Central,78704
2349236,30.2653,-97.69992,East,78702
2349328,30.24366,-97.74071,South Central,78704
2349447,30.2397,-97.75687,South Central,78704
2350341,30.27896,-97.76119,Central,78703
2350566,30.27278,-97.71187,East,78702
2352061,30.27201,-97.726,East,78702
2352384,30.23931,-97.7398,South Central,78704
2355505,30.20874,-97.76853,South,78745
2355556,30.2593,-97.73204,East,78702
2355962,30.23013,-97.77911,South Central,78704
2356432,30.24346,-97.74845,South Central,78704
2357048,30.23109,-97.74619,South Central,78704
2357311,30.31356,-97.77539,West,78731
2360031,30.26677,-97.75021,Central,78701
2361530,30.20566,-97.83985,South,78749
2365093,30.24411,-97.72335,South East,78741
2366328,30.252,-97.74746,South Central,78704
2367942,30.26883,-97.75637,Central,78703
2368211,30.26344,-97.71665,East,78702
2368307,30.21234,-97.78178,South,78745
2371846,30.24781,-97.74728,South Central,78704
2372452,30.25959,-97.77558,South Central,78704
2373638,30.29863,-97.74579,Central,78705
2373871,30.30893,-97.73076,Central,78751
2373964,30.29081,-97.65918,Far East,78724
2374311,30.26282,-97.71389,East,78702
2377337,30.34302,-97.71955,West,78738
2378661,30.27562,-97.76069,Central,78703
2380176,30.2618,-97.76172,South Central,78704
2380227,30.25454,-97.72006,East,78702
2380283,30.29463,-97.76336,Central,78703
2381227,30.27854,-97.69352,East,78721
2381241,30.24197,-97.71564,South East,78741
2384051,30.33734,-97.75371,Central,78757
2384420,30.36894,-97.68091,North,78701
2384482,30.26135,-97.76404,South Central,78704
2384692,30.20379,-97.83795,South,78749
2385103,30.27773,-97.75484,Central,78703
2385724,30.21327,-97.8868,South,78749
2386129,30.22903,-97.8124,South,78745
2386534,30.34582,-97.73156,Central,78757
2386608,30.25985,-97.78893,West,78746
2386747,30.31063,-97.71937,Central,78751
2387064,30.30545,-97.75639,Central,78703
2389513,30.29741,-97.77353,Central,78703
2390109,30.29681,-97.74968,Central,78703
2390894,30.24739,-97.77064,South Central,78704
2391017,30.27916,-97.70374,East,78702
2391847,30.33782,-97.7115,Central,78752
2392323,30.23806,-97.75879,South Central,78704
2394252,30.23349,-97.77454,South Central,78704
2394853,30.35715,-97.68427,North,78753
2394931,30.23858,-97.78737,South Central,78704
2396602,30.2367,-97.76038,South Central,78704
2400693,30.24161,-97.75759,South Central,78704
2404206,30.25865,-97.73264,East,78702
2405927,30.25792,-97.78932,West,78746
2406820,30.27668,-97.77974,West,78746
2406879,30.35747,-97.96431,West,78734
2406891,30.30212,-97.71117,East,78722
2410434,30.26977,-97.73512,Central,78701
2411809,30.33226,-97.73108,Central,78757
2411898,30.27512,-97.75706,Central,78703
2412870,30.20609,-97.83402,South,78745
2416095,30.28041,-97.68349,East,78721
2417854,30.35302,-97.73549,Central,78757
2418647,30.32248,-97.7481,Central,78756
2423468,30.34739,-97.85941,West,78733
2423840,30.27452,-97.75968,Central,78703
2424756,30.25786,-97.75266,South Central,78704
2425450,30.31551,-97.71519,Central,78751
2426219,30.212,-97.77547,South,78745
2426296,30.4406,-97.67575,North Suburbs,78728
2426329,30.25635,-97.74354,South Central,78704
2426713,30.25847,-97.71433,East,78702
2426905,30.26642,-97.74085,Central,78701
2429459,30.26767,-97.72451,East,78702
2431123,30.25586,-97.72713,East,78702
2431295,30.18789,-97.82263,South,78745
2432292,30.24907,-97.77688,South Central,78704
2432311,30.35636,-97.64152,North,78754
2436403,30.2801,-97.74192,Central,78701
2436752,30.24307,-97.74198,South Central,78704
2440938,30.29925,-97.73819,Central,78705
2442377,30.38665,-97.75699,North Suburbs,78759
2445600,30.30516,-97.73057,Central,78751
2446434,30.26164,-97.72772,East,78702
2446581,30.23426,-97.74833,South Central,78704
2447244,30.24258,-97.75508,South Central,78704
2448006,30.24047,-97.77265,South Central,78704
2451510,30.28111,-97.706,East,78702
2451651,30.34097,-97.75052,Central,78757
2452809,30.24423,-97.7627,South Central,78704
2453663,30.2257,-97.69448,South East,78741
2454131,30.23491,-97.78791,South Central,78704
2454556,30.21902,-97.77605,South,78745
2454882,30.28984,-97.77338,Central,78703
2455040,30.33229,-97.73099,Central,78757
2459312,30.21682,-97.99589,South,78737
2459536,30.26459,-97.74076,Central,78701
2459802,30.29557,-97.77981,Central,78703
2460804,30.29656,-97.7337,Central,78705
2461046,30.24258,-97.78124,South Central,78704
2461349,30.29264,-97.74351,Central,78705
2461357,30.30056,-97.69079,East,78723
2461909,30.26764,-97.75402,Central,78703
2466060,30.25904,-97.79578,West,78746
2466250,30.28533,-97.76814,Central,78703
2466535,30.2344,-97.76913,South Central,78704
2467149,30.32943,-97.7217,Central,78752
2467163,30.29527,-97.73406,Central,78705
2467411,30.23306,-97.71274,South East,78741
2468321,30.2384,-97.75932,South Central,78704
2474321,30.25738,-97.74046,Central,78701
2474359,30.25587,-97.73911,Central,78701
2474362,30.28435,-97.68378,East,78721
2474432,30.28566,-97.72091,East,78722
2476940,30.38864,-97.6606,North,78753
2477149,30.24592,-97.91107,West,78736
2477580,30.33862,-97.7189,Central,78752
2481453,30.21683,-97.77949,South,78745
2482898,30.30832,-97.69093,East,78723
2482916,30.25236,-97.91142,West,78736
2483752,30.28457,-97.71573,East,78722
2487628,30.28252,-97.77176,Central,78703
2488935,30.27816,-97.7119,East,78702
2488976,30.26118,-97.76223,South Central,78704
2489196,30.27491,-97.77822,West,78746
2489487,30.30869,-97.72401,Central,78751
2492407,30.27218,-97.71613,East,78702
2493385,30.29688,-97.70107,East,78723
2493678,30.30307,-97.75708,Central,78703
2493870,30.26138,-97.77133,South Central,78704
2496138,30.25301,-97.7244,East,78702
2496308,30.27965,-97.70565,East,78702
35149497,30.17509,-97.80065,South,
36029423,30.35002,-97.71922,Central,
32423711,30.26478,-97.71714,East,
32700785,30.24945,-97.73871,South East,
33516674,30.30948,-97.7195,East,
31991061,30.2284,-97.76309,South Central,
38674459,30.25915,-97.73778,South Central,
38428578,30.23981,-97.75984,South Central,
38326097,30.4284,-97.66691,North Suburbs,
29782653,30.17502,-97.77996,South,
37590666,30.386,-97.94326,West,
38727516,30.19054,-97.77535,South,
23595277,30.24889,-97.74483,South East,
8392052,30.26339,-97.72609,East,
33595931,30.37717,-97.65195,North,
33098964,30.27522,-97.75703,Central,
29824754,30.29089,-97.72335,East,
31390767,30.46585,-97.78616,North Suburbs,
33661553,30.42582,-97.72008,North Suburbs,
31175547,30.23996,-97.72167,South East,
13311963,30.29144,-97.72325,East,
32546017,30.30091,-97.74027,Central,
29122698,30.39952,-97.70629,North,
38360297,30.46727,-97.76511,North Suburbs,
26134318,30.2515,-97.74818,South Central,
35234116,30.36603,-97.69145,North,
35234872,30.36778,-97.6932,North,
38133619,30.22973,-97.76809,South Central,
38358611,30.4017,-97.71914,North Suburbs,
10355760,30.25114,-97.77453,South Central,
33606122,30.39886,-97.72305,North Suburbs,
36558368,30.3968,-97.72226,North Suburbs,
32984499,30.43927,-97.69074,North Suburbs,
14093766,30.31324,-97.74574,Central,
35421907,30.26936,-97.7526,Central,
37916294,30.33287,-97.66413,North,
32358216,30.26194,-97.726,East,
36838600,30.22811,-97.76147,South Central,
38321226,30.2926,-97.72638,East,
38321217,30.29324,-97.72586,East,
38321222,30.29366,-97.72485,East,
38402880,30.26899,-97.75436,Central,
36627070,30.26899,-97.75414,Central,
38478667,30.2688,-97.75035,Central,
38585924,30.35523,-97.73728,Central,
32314996,30.32547,-97.74186,Central,
33605281,30.38615,-97.76136,North Suburbs,
30375118,30.26601,-97.74742,South Central,
37592296,30.24216,-97.83901,West,
36272861,30.38825,-97.7026,North,
37595163,30.26114,-97.73827,South Central,
30535101,30.24621,-97.84542,West,
32643334,30.26064,-97.77503,South Central,
34784574,30.2353,-97.79081,South Central,
34154087,30.26242,-97.77336,South Central,
32639651,30.47552,-97.78436,North Suburbs,
30314795,30.33417,-97.73111,Central,
38289427,30.29209,-97.72484,East,
38289913,30.29422,-97.72403,East,
38289920,30.29218,-97.72438,East,
38575327,30.19227,-97.83871,South,
29700710,30.20732,-97.81849,South,
34752772,30.27529,-97.75789,Central,
38182384,30.34626,-97.72884,Central,
36999410,30.23052,-97.76409,South Central,
32491021,30.22882,-97.76343,South Central,
34332423,30.23258,-97.75899,South Central,
37012049,30.26548,-97.74165,South Central,
38385786,30.26143,-97.72478,East,
31173932,30.26518,-97.74543,South Central,
38672494,30.26495,-97.75025,South Central,
38672347,30.26635,-97.74903,South Central,
36888847,30.24029,-97.73105,South East,
